Date,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return,SMA_20,SMA_50,SMA_200,Vol_20d,RSI,BB_upper,BB_lower,EMA_12,EMA_26,MACD,Annualized_Return,Sharpe_Ratio
2024-03-18 16:03:07.847167,28.446717294825245,29.208876437107648,28.13766049880777,28.552509752982697,7304459,,,,,,,,,,28.552509752982697,28.552509752982697,0.0,2.99,-0.323
2024-03-19 16:03:07.847167,28.45628998746228,29.086605682339467,28.26479236601789,28.501028124292425,4899054,-0.0018030509099079,-0.0018030509099079,,,,,,,,28.524623870775464,28.5257789073166,-0.0011550365411316,2.99,-0.323
2024-03-20 16:03:07.847167,28.76849385852158,29.01846636026304,28.406496085696805,28.763927631310903,6457550,0.0092242113467619,0.0074045287141921,,,,,,,,28.618024183778903,28.611343431610265,0.0066807521686378,2.99,-0.323
2024-03-21 16:03:07.847167,29.222409505101368,29.53463039758341,28.98707283888207,29.37696366565232,4550184,0.0213126678038952,0.0288750067788174,,,,,,,,28.85759171850245,28.825377391766065,0.032214326736387,2.99,-0.323
2024-03-22 16:03:07.847167,29.05602850238471,29.863475918993487,28.607849880644377,29.287126407541187,7174482,-0.0030580852103572,0.0257286193372809,,,,,,,,28.974294758367325,28.93245889305381,0.0418358653135157,2.99,-0.323
2024-03-25 16:03:07.847167,29.263667742004696,29.75545356653652,28.58376565014673,29.19729571653972,11153113,-0.0030672415501418,0.0225824618968801,,,,,,,,29.02849572324003,28.98550359653531,0.0429921267047213,2.99,-0.323
2024-03-26 16:03:07.847167,29.70598326646503,30.124086603419624,29.19429150897194,29.83280493452088,6273523,0.0217660301197399,0.0448400225624454,,,,,,,,29.207974509674152,29.13619174720234,0.0717827624718125,2.99,-0.323
2024-03-27 16:03:07.847167,30.19234585081381,30.90920741153553,30.03588103286019,30.14360291796024,11477276,0.0104179940210624,0.0557251596704677,,,,,,,,29.40322573754349,29.2985106487736,0.1047150887698897,2.99,-0.323
2024-03-28 16:03:07.847167,29.752254884528984,30.16537777961109,29.56832945663863,29.959637255364463,14223445,-0.0061029752513813,0.0492820951487382,,,,,,,,29.51330374010921,29.39650412554113,0.1167996145680803,2.99,-0.323
2024-03-29 16:03:07.847167,30.169169425689944,30.583119725306872,29.743544458432325,30.18048536457705,9961383,0.0073715214683729,0.0570169006395064,,,,,,,,29.639734398649463,29.50468590628337,0.1350484923660921,2.99,-0.323
2024-04-01 16:03:07.847167,30.018496038761224,30.75947352334759,29.88550778545413,29.99894237923027,13313522,-0.0060152440609804,0.0506586860055786,,,,,,,,29.705460797979597,29.568791127405262,0.1366696705743315,2.99,-0.323
2024-04-02 16:03:07.847167,29.547568691673828,30.210283691428657,29.534605323458848,29.81647456958037,10960339,-0.0060824747533843,0.0442680810735258,,,,,,,,29.725198682127587,29.59922294087872,0.1259757412488653,2.99,-0.323
2024-04-03 16:03:07.847167,29.819046136901346,30.464051733349848,29.284880693799494,29.91708356998499,5770742,0.0033742755257613,0.0477917293018259,,,,,,,,29.758517188267323,29.636460256244867,0.1220569320224562,2.99,-0.323
2024-04-04 16:03:07.847167,28.936244370063456,29.533911642474028,28.95961876988977,29.15559556390007,5770374,-0.0254532833825051,0.0211219894900613,,,,,58.18450637335092,,,29.65585888584467,29.582453428636114,0.0734054572085547,2.99,-0.323
2024-04-05 16:03:07.847167,28.207477504956724,28.76140316431713,27.99473543065625,28.469452522673063,14970907,-0.0235338372602678,-0.0029089292334786,,,,,49.04978779630005,,,29.45711550944528,29.46205399404626,-0.0049384846009843,2.99,-0.323
2024-04-08 16:03:07.847167,28.54233774218884,29.03714595632676,27.99772029234281,28.24836160275488,14434523,-0.0077658999498534,-0.0106522387299436,,,,,47.21736964901462,,,29.257359395878154,29.33509179967218,-0.0777324037940268,2.99,-0.323
2024-04-09 16:03:07.847167,27.740465553384144,28.23358705081984,27.738568704148584,27.84705324639931,10296405,-0.0142064294559453,-0.0247073379078242,,,,,40.20114064858714,,,29.02692484211406,29.18404289166897,-0.1571180495549065,2.99,-0.323
2024-04-10 16:03:07.847167,28.1625009387284,28.70244571379101,27.70773525089594,27.97657627121562,9846539,0.0046512291146303,-0.0201710282826157,,,,,33.308700146081705,,,28.85692792214429,29.064747318393497,-0.2078193962492029,2.99,-0.323
2024-04-11 16:03:07.847167,27.4699751256436,27.8781589569091,26.8340791043483,27.61719073278534,11659522,-0.0128459442265651,-0.0327578566048699,,,,,31.297661499670298,,,28.657871651667783,28.925181917553665,-0.2673102658858823,2.99,-0.323
2024-04-12 16:03:07.847167,27.164994977363783,27.305266636846984,26.395017365711333,27.056093344029424,7109803,-0.0203169610618583,-0.0524092775696172,28.99491027866476,,,,28.309368987620275,30.86024891043333,27.12957164689618,28.4024009009196,28.748912658572596,-0.3465117576529906,2.99,-0.323
2024-04-15 16:03:07.847167,27.80231365931006,27.767970801395403,26.874473292351524,27.646176943376247,8636289,0.0218096379194019,-0.031742667017626,28.94959363818444,,,0.224875165547895,27.643447261221155,30.902182226621825,26.99700504974705,28.28246639110422,28.64697878083332,-0.3645123897291036,2.99,-0.323
2024-04-16 16:03:07.847167,27.617073759324544,28.11585729272296,27.118192684211383,27.55969051495984,11751063,-0.0031283323040847,-0.0347716977110617,28.902526757717805,,,0.2249467821379709,22.31150531628768,30.94400064615257,26.86105286928304,28.168378593665626,28.54828515341968,-0.3799065597540547,2.99,-0.323
2024-04-17 16:03:07.847167,27.573471601743304,27.94849432921984,27.413710549538955,27.590525888613207,4034586,0.0011188577620866,-0.03369174453286,28.843856670582927,,,0.2215972571241739,23.751840980807827,30.967878043094924,26.71983529807093,28.077529888417107,28.46277661097807,-0.3852467225609643,2.99,-0.323
2024-04-18 16:03:07.847167,26.97155525439439,27.72950148079377,26.54087906362444,27.024450705906027,9040502,-0.0205170131585206,-0.0535175037254664,28.72623102259561,,,0.2128333243086667,17.51805390911298,30.98239387559872,26.47006816959249,27.912523478938,28.336286553028696,-0.4237630740906972,2.99,-0.323
2024-04-19 16:03:07.847167,26.719842667799952,27.241768642558245,26.392457573682183,26.810521707874155,13135296,-0.007916127523181,-0.0610099798644344,28.60240078761226,,,0.213222426373046,17.40204587589102,30.996579974296612,26.208221600927907,27.74034098314767,28.203942305052315,-0.463601321904644,2.99,-0.323
2024-04-22 16:03:07.847167,27.116432322085,27.63645023507661,26.167664877618574,26.858714835536304,8547094,0.0017975453140097,-0.0593221027538378,28.485471743562083,,,0.2142986959115538,18.906586211778677,30.983493659585296,25.98744982753887,27.602920800893493,28.08871718657588,-0.4857963856823843,2.99,-0.323
2024-04-23 16:03:07.847167,26.600513141018222,26.63200935733777,26.23348368979661,26.402141496345585,6100581,-0.0169990761652762,-0.0753127579761173,28.313938571653324,,,0.1956583192914522,15.62210398883724,30.892270333476915,25.735606809829733,27.416132080354995,27.9459078014078,-0.5297757210528076,2.99,-0.323
2024-04-24 16:03:07.847167,26.835260941861964,27.264281013030985,26.11447599954681,26.556244795462057,5661637,0.0058367727154935,-0.0699155687115073,28.13457066552841,,,0.1911789151380697,21.1492759648976,30.675825373340725,25.593315957716097,27.28259959540132,27.829473463663856,-0.5468738682625371,2.99,-0.323
2024-04-25 16:03:07.847167,26.094391745364064,26.96343120822696,26.114779345986943,26.319813411272737,6672277,-0.0089030428063278,-0.0781961502167678,27.95257947332383,,,0.191409323622713,23.4947270029824,30.464674155210837,25.440484791436827,27.133303532684195,27.70420168375922,-0.5708981510750242,2.99,-0.323
2024-04-26 16:03:07.847167,26.345480488255813,26.846605294384464,25.879686854310584,26.206960003133627,5084504,-0.0042877738673775,-0.0821486366747163,27.753903205251657,,,0.1846494048891536,24.139036379040636,30.149935935704583,25.35787047479873,26.98983362124748,27.581057113712536,-0.5912234924650548,2.99,-0.323
2024-04-29 16:03:07.847167,26.233105724112693,26.66144970970189,25.35395149584861,25.97010145002007,13643344,-0.0090380018546689,-0.0904441789987607,27.552461158791147,,,0.1847540055544473,25.188536622127813,29.828181558936667,25.276740758645627,26.83206263678769,27.44963403185527,-0.6175713950675785,2.99,-0.323
2024-04-30 16:03:07.847167,26.523576655301245,27.347553609261947,26.28162412504372,26.71483681560185,6021372,0.0286766444488111,-0.0643611701135618,27.397379271092216,,,0.224308311658673,35.654360377138005,29.433611128509103,25.36114741367533,26.813941484978294,27.39013531507917,-0.5761938301008769,2.99,-0.323
2024-05-01 16:03:07.847167,26.453159777904947,27.25161624262687,26.35014021788284,26.71326201748488,13776837,-5.894844605791594e-05,-0.064416324568655,27.23718819346721,,,0.2228570473732927,38.81229333595595,28.910541201640275,25.56383518529416,26.7983895864702,27.335702397648625,-0.5373128111784276,2.99,-0.323
2024-05-02 16:03:07.847167,26.43867412725476,26.4858731520584,25.9178683426817,26.294001737680723,14510489,-0.0156948365021738,-0.0791001573886529,27.09410850215625,,,0.2138085249712597,40.2245645444932,28.55232672042659,25.635890283885903,26.7205256198581,27.252458834226875,-0.5319332143687738,2.99,-0.323
2024-05-03 16:03:07.847167,26.671527662208145,26.749612119944075,26.20523105641601,26.6268437943002,7854042,0.0126584785359049,-0.0674429664972389,27.001978065737603,,,0.2109233725506231,36.00106155745399,28.32046256686172,25.68349356461349,26.706071274716397,27.20275530387135,-0.4966840291549559,2.99,-0.323
2024-05-06 16:03:07.847167,26.34742769214496,26.88692391956097,25.492818845404056,26.142330426089995,5471378,-0.0181964250796379,-0.0844121706898612,26.896676506904363,,,0.2170418939973734,32.453109561590026,28.12965837220372,25.663694641605005,26.61912939083398,27.118957511670185,-0.4998281208362058,2.99,-0.323
2024-05-07 16:03:07.847167,26.01356338184588,26.761355176034616,25.505240673611937,26.2296999558701,6830121,0.003342071206204,-0.0813522109687731,26.8158088423779,,,0.2147858070864102,33.38556740760504,27.99742330618163,25.63419437857417,26.559092993420347,27.049031894414355,-0.4899389009940087,2.99,-0.323
2024-05-08 16:03:07.847167,25.62681638521233,26.107232101779715,24.680921717543644,25.4496559980964,14951552,-0.0297389584740229,-0.1086718394190258,26.689462828721936,,,0.2326922649738609,31.72787365504351,27.88873776641389,25.490187891029983,26.388111135286053,26.923837878938905,-0.5357267436528517,2.99,-0.323
