Date,Open,High,Low,Close,Volume
2024-03-18 16:03:07.847167,28.446717294825245,29.208876437107648,28.137660498807772,28.552509752982697,7304459
2024-03-19 16:03:07.847167,28.456289987462274,29.086605682339467,28.26479236601789,28.501028124292425,4899054
2024-03-20 16:03:07.847167,28.76849385852158,29.018466360263037,28.406496085696805,28.763927631310906,6457550
2024-03-21 16:03:07.847167,29.222409505101368,29.53463039758341,28.98707283888207,29.37696366565232,4550184
2024-03-22 16:03:07.847167,29.05602850238471,29.863475918993487,28.607849880644377,29.287126407541187,7174482
2024-03-25 16:03:07.847167,29.263667742004696,29.755453566536513,28.583765650146734,29.197295716539717,11153113
2024-03-26 16:03:07.847167,29.70598326646503,30.124086603419624,29.19429150897194,29.832804934520876,6273523
2024-03-27 16:03:07.847167,30.19234585081381,30.90920741153553,30.03588103286019,30.14360291796024,11477276
2024-03-28 16:03:07.847167,29.752254884528984,30.16537777961109,29.56832945663863,29.959637255364463,14223445
2024-03-29 16:03:07.847167,30.169169425689944,30.583119725306872,29.743544458432325,30.180485364577052,9961383
2024-04-01 16:03:07.847167,30.018496038761224,30.75947352334759,29.88550778545413,29.99894237923027,13313522
2024-04-02 16:03:07.847167,29.547568691673828,30.210283691428657,29.534605323458848,29.81647456958037,10960339
2024-04-03 16:03:07.847167,29.819046136901342,30.464051733349848,29.284880693799494,29.91708356998499,5770742
2024-04-04 16:03:07.847167,28.936244370063456,29.533911642474028,28.959618769889772,29.15559556390007,5770374
2024-04-05 16:03:07.847167,28.207477504956724,28.76140316431713,27.99473543065625,28.469452522673063,14970907
2024-04-08 16:03:07.847167,28.542337742188842,29.037145956326757,27.99772029234281,28.248361602754876,14434523
2024-04-09 16:03:07.847167,27.740465553384144,28.23358705081984,27.738568704148584,27.84705324639931,10296405
2024-04-10 16:03:07.847167,28.1625009387284,28.702445713791015,27.70773525089594,27.97657627121562,9846539
2024-04-11 16:03:07.847167,27.469975125643597,27.8781589569091,26.8340791043483,27.61719073278534,11659522
2024-04-12 16:03:07.847167,27.164994977363783,27.305266636846984,26.395017365711333,27.056093344029424,7109803
2024-04-15 16:03:07.847167,27.80231365931006,27.767970801395403,26.874473292351524,27.646176943376247,8636289
2024-04-16 16:03:07.847167,27.617073759324544,28.115857292722957,27.118192684211383,27.559690514959836,11751063
2024-04-17 16:03:07.847167,27.573471601743304,27.94849432921984,27.413710549538955,27.590525888613207,4034586
2024-04-18 16:03:07.847167,26.97155525439439,27.729501480793772,26.54087906362444,27.024450705906027,9040502
2024-04-19 16:03:07.847167,26.719842667799952,27.241768642558245,26.392457573682183,26.810521707874155,13135296
2024-04-22 16:03:07.847167,27.116432322085,27.63645023507661,26.167664877618574,26.858714835536304,8547094
2024-04-23 16:03:07.847167,26.600513141018222,26.632009357337772,26.233483689796614,26.402141496345585,6100581
2024-04-24 16:03:07.847167,26.835260941861964,27.264281013030985,26.114475999546812,26.556244795462057,5661637
2024-04-25 16:03:07.847167,26.094391745364064,26.963431208226957,26.114779345986946,26.319813411272737,6672277
2024-04-26 16:03:07.847167,26.345480488255813,26.846605294384464,25.879686854310584,26.206960003133627,5084504
2024-04-29 16:03:07.847167,26.233105724112693,26.66144970970189,25.353951495848612,25.97010145002007,13643344
2024-04-30 16:03:07.847167,26.523576655301245,27.347553609261947,26.281624125043713,26.71483681560185,6021372
2024-05-01 16:03:07.847167,26.453159777904947,27.25161624262687,26.350140217882842,26.71326201748488,13776837
2024-05-02 16:03:07.847167,26.43867412725476,26.485873152058396,25.9178683426817,26.294001737680723,14510489
2024-05-03 16:03:07.847167,26.671527662208145,26.749612119944075,26.20523105641601,26.6268437943002,7854042
2024-05-06 16:03:07.847167,26.347427692144958,26.886923919560974,25.492818845404056,26.142330426089995,5471378
2024-05-07 16:03:07.847167,26.013563381845874,26.761355176034616,25.505240673611937,26.2296999558701,6830121
2024-05-08 16:03:07.847167,25.626816385212326,26.107232101779715,24.680921717543644,25.449655998096393,14951552
2024-05-09 16:03:07.847167,24.74318206234387,25.359271316374006,24.271373299936517,24.922205670315222,8353912
2024-05-10 16:03:07.847167,24.802967822160497,25.18688998871475,24.683989429417466,25.004774256441074,4353324
2024-05-13 16:03:07.847167,25.102544458976034,25.491615034759224,24.72229068595686,25.30398498021744,9753008
2024-05-14 16:03:07.847167,25.56510121661046,25.95625208553191,24.970034197632856,25.37635638447163,9124386
2024-05-15 16:03:07.847167,25.433039495712258,25.735135289724163,25.0556517278623,25.333921163294537,6372455
2024-05-16 16:03:07.847167,25.231143031698497,25.45767108552726,24.52869367123888,25.217303776837024,7268173
2024-05-17 16:03:07.847167,24.545017362942357,25.073835255187262,24.502820628194627,24.629719072468255,9034722
2024-05-20 16:03:07.847167,24.57192580537644,24.49055173684117,23.61437208639378,24.345605480888576,12258415
2024-05-21 16:03:07.847167,24.100641128736445,24.67255404562294,23.74213983904555,24.165174064282862,10010131
2024-05-22 16:03:07.847167,24.781806710231574,24.880142429653198,24.045806012782833,24.59184704654863,7396720
2024-05-23 16:03:07.847167,24.696599399296346,25.39140982460025,24.17157070861017,24.733118454154216,7070028
2024-05-24 16:03:07.847167,23.95789314144227,24.348979855033825,23.305144065292748,24.031726483787324,10951036
2024-05-27 16:03:07.847167,24.142792034725208,24.583838267680708,23.6195153858064,24.165184163323445,9869989
2024-05-28 16:03:07.847167,23.895802067433607,24.12310972087079,23.485221833603077,24.01497534293512,14053104
2024-05-29 16:03:07.847167,23.89659626269669,23.898743456047132,23.601374206198457,23.74803063459094,14260784
2024-05-30 16:03:07.847167,23.99815747596098,24.371270731390172,23.53363962654385,23.99652524190549,4369277
2024-05-31 16:03:07.847167,24.252076759770166,24.84870632698406,24.207630842110145,24.412749142682074,8522567
2024-06-03 16:03:07.847167,25.0288300260715,25.30909966579027,24.172881644001716,24.789085282106758,9722090
2024-06-04 16:03:07.847167,24.38755709741983,24.761386169692415,23.998667020027032,24.457222364595903,3749971
2024-06-05 16:03:07.847167,24.36349322270201,24.9238488263222,23.761202060587774,24.33736150603362,13982267
2024-06-06 16:03:07.847167,24.717574236951975,25.17577664840569,24.344519939951578,24.473690970373248,11222502
2024-06-07 16:03:07.847167,24.94227591054879,25.51362880522574,24.708378701768332,24.867733113000394,10749972
2024-06-10 16:03:07.847167,24.450026334065498,24.80762068738433,24.0784611379966,24.67988750964048,7460276
2024-06-11 16:03:07.847167,24.87334728492124,25.045802873833637,24.458988975554085,24.609448010753155,10456688
2024-06-12 16:03:07.847167,24.247362944771798,24.34418923782167,24.020858403493268,24.170738112928948,7075837
2024-06-13 16:03:07.847167,23.597022923869133,23.96551106617865,23.58760362241046,23.69607955507488,12730665
